id,symbol,yield,ytdReturn,threeYearAverageReturn,fiveYearAverageReturn,cashPosition,stockPosition,bondPosition,otherPosition,longSummary
91,NXTG,0.0162,0.1013692,0.046764396,0.0942123,0.0058999998,0.994,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is designed to track the performance of companies that have devoted, or have committed to devote, material resources to the research, development and application of fifth generation (""5G"") and next generation digital cellular technologies as they emerge."
92,EAOA,0.0207,0.0554673,0.031089101,0,0.012999999,0.8042,0.1826,0,"The fund is a fund of funds and seeks to achieve its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes each of which takes into account ESG characteristics. The underlying index is composed of a portfolio of underlying equity and fixed income funds with positive environmental, social, and governance characteristics intended to represent an aggressive risk profile."
93,FIW,0.0073,0.0150101,0.0808192,0.120310895,0.0023,0.9977,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to track the performance of small, mid and large capitalization companies that derive a substantial portion of their revenues from the potable water and wastewater industry, according to Clean Edge."
94,RSPS,0.0271,-0.1356172,0.022332001,0.0485691,-0.0017,1.0016999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of all of the components of the S&P 500® Consumer Staples Index, an index that contains the common stocks of all companies included in the S&P 500® Index that are classified as members of the consumer staples sector, as defined according to the Global Industry Classification Standard (""GICS"")."
95,ISZE,0.031,0.0092172,0.0146838,0.019643199,0.0073,0.9919,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is based on a traditional market capitalization-weighted parent index, the MSCI World ex USA Index (the ""parent index""). The parent index includes international large- and mid-capitalization stocks."
96,ECLN,0.025999999,-0.1046408,0.032283,0,0.114300005,0.8857,0,0,"Under normal market conditions, the fund will invest at least 80% of its net assets (including investment borrowings) in the equity securities of companies identified by the fund's investment sub-advisor as having or seeking to have a positive carbon impact. Its investments will be concentrated in the industries constituting the energy infrastructure sector. The fund is non-diversified."
97,EWJ,0.0092,0.0825337,0.0119862,0.0227421,0.0093,0.9907,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is designed to measure the performance of the large- and mid-capitalization segments of the Japanese equity market."
98,HEWJ,0.0058999998,0.285081,0.162638,0.1034375,0.010199999,0.98980004,0,0,"The fund generally will invest at least 80% of its assets in the component securities and other instruments of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the performance of the large- and mid-capitalization segments of the Japanese equity market with the currency risk inherent in the securities included in the underlying index hedged to the U.S. dollar on a monthly basis."
99,JXI,0.0368,-0.0987117,-0.0021418,0.043951,0.0017,0.9983,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents."
100,EDOW,0.0199,0.0153528,0.071564496,0.0666535,0.0054,0.9946,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is the equal weight version of the Dow Jones Industrial Average (the ""DJIA""). The DJIA is composed of 30 securities issued by blue-chip U.S. companies covering all industries, with the exception of transportation and utilities."
101,DWX,0.042,0.0363569,0.028179,0.0235075,0.002,0.9861,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is designed to measure the performance of 100 high-yielding international common stocks."
102,LEGR,0.026099999,0.0811095,0.0630407,0.0740813,0.008,0.992,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and depositary receipts that comprise the index. The index is designed to track the performance of companies that are either actively using, investing in, developing, or have products that are poised to benefit from blockchain technology and/or the potential for increased efficiency that it provides to various business processes."
103,IPKW,0.026199998,0.051957898,0.0628809,0.055124503,-0.0017,1.0012001,0,0.0004,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, Nasdaq, Inc. (""Nasdaq"" or the ""index provider"") compiles, maintains, and calculates the underlying index, which is comprised of the securities of foreign companies that are classified as ""International BuyBack AchieversTM"" pursuant to the index provider's proprietary selection methodology. It is non-diversified."
104,DIA,0.02,0.023698201,0.0778943,0.0775415,0.0031,0.9969,0,0,"The Trust’s Portfolio consists of substantially all of the component common stocks that comprise the DJIA, which are weighted in accordance with the terms of the Trust Agreement."
105,EWJV,0.023,0.1457189,0.0884362,0,0.012200001,0.9878,0,0,"The index is a free float-weighted index consisting of large- and mid-capitalization Japanese equities exhibiting overall value style characteristics. The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents."
106,FEP,0.0297,0.0111149,0.0116757,0.0114368,0.0023999999,0.9854,0,0.0105,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ Europe Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology."
107,ESGU,0.0162,0.1169017,0.076837,0.1074978,0.004,0.996,0,0,"The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is an optimized equity index designed to reflect the equity performance of U.S. companies that have favorable environmental, social and governance (""ESG"") characteristics (as determined by the index provider), while exhibiting risk and return characteristics similar to those of the MSCI USA Index (the ""parent index"")."
108,ROBT,0.0032,0.0766289,-0.0196946,0.062412802,0.0007,0.9993,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks and depositary receipts that comprise the index. The index is designed to track the performance of companies engaged in the artificial intelligence (""AI"") and robotics segments of the technology, industrial and other economic sectors."
109,EAOR,0.023,0.0328356,0.0082326,0,0.0202,0.6103,0.3694,0,"The fund is a fund of funds and seeks to achieve its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes each of which takes into account ESG characteristics. The underlying index is composed of a portfolio of underlying equity and fixed income funds with positive environmental, social, and governance characteristics intended to represent a growth risk profile."
110,QTEC,0.002,0.3841425,0.059791397,0.1533947,0.0008,0.9992,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is an equal-weighted index composed of the securities comprising the NASDAQ-100 Index® that are classified as ""technology"" according to the Industry Classification Benchmark classification system."
111,JPXN,0.0109,0.072265804,0.009229001,0.0209182,0.0101,0.9899,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index will include large-, mid- and small-capitalization companies. The currency of the component securities of the underlying index is the Japanese yen (""JPY"")."
112,VGT,0.0077,0.3138215,0.100132704,0.18510269,0.0057,0.9942,0,0,"The fund employs an indexing investment approach designed to track the performance of the MSCI US Investable Market Index/Information Technology 25/50, an index made up of stocks of large, mid-size, and small U.S. companies within the information technology sector, as classified under the GICS. The Advisor attempts to replicate the target index by seeking to invest all of its assets in the stocks that make up the index, in order to hold each stock in approximately the same proportion as its weighting in the index. It is non-diversified."
113,EWS,0.048299998,-0.0286889,0.0165467,-0.0061799004,0.003,0.997,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The index is designed to measure the performance of the large- and mid-capitalization segments of the equity market in Singapore. The underlying index uses a capping methodology that limits the weight of any single “group entity” to a maximum of 25% of the underlying index weight. The fund is non-diversified."
114,POWA,0.015,-0.0186011,0.0638554,0.0784912,-0.0001,1.0001,0,0,"The fund generally will invest at least 80% of its total assets in the securities that comprise the underlying index. The underlying index focuses on companies that have the smallest deviations among their annual gross profit margins over the last five years. The fund will concentrate its investments in securities of issuers in any one industry or group of industries only to the extent that the underlying index reflects a concentration in that industry or group of industries."
115,EXI,0.0184,0.0437079,0.062575996,0.066154696,0.0052,0.99480003,0,0,"The index measures the performance of companies that the index provider deems to be part of the industrials sector of the economy and that the index provider believes are important to global markets. The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents."
116,PIZ,0.0176,0.0287331,-0.0281919,0.0363251,-0.0069,0.9937,0,0.013200001,"The fund will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is comprised of equity securities of large capitalization companies classified as developed markets, excluding the United States."
117,CWI,0.0305,0.0294019,0.0269117,0.0379321,0.0061000003,0.9937,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is a free float-adjusted market capitalization index that is designed to measure the combined equity market performance of large- and mid-cap securities in developed and emerging market countries excluding the United States."
118,ESGE,0.0249,-0.0015157,-0.047103,0.0144924,0.0034,0.99660003,0,0,"The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is an optimized equity index designed to reflect the equity performance of companies that have favorable ESG characteristics, while exhibiting risk and return characteristics similar to those of the MSCI Emerging Markets Index (the ""parent index"")."
119,ICLN,0.011,-0.3046745,-0.120420106,0.117294796,0.0038,0.9962,0,0,"The index is designed to track the performance of approximately 100 clean energy-related companies. The fund generally invests at least 80% of its assets in the component securities of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the index. It is non-diversified."
120,IYK,0.0275,-0.0822835,0.0821735,0.1201696,0.0037,0.9963,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the consumer staples sector of the U.S. equity market. It is non-diversified."
121,SPGP,0.0117,0.109294996,0.1478405,0.1405908,0,1,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. Strictly in accordance with its guidelines and mandated procedures, the index provider compiles, maintains and calculates the underlying index, which is designed to track the performance of approximately 75 growth stocks in the S&P 500® Index with relatively high quality and value composite scores."
122,IBND,0.0167,-0.0091318,-0.083353594,-0.032602202,0.007900001,0,0.9835,0,"The fund invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in securities that the Adviser determines have economic characteristics that are substantially identical to the economic characteristics of the securities that comprise the index. The index is designed to be a broad based measure of the global investment grade, fixed rate, fixed income corporate markets outside the United States."
123,IDV,0.0715,-0.0308637,0.0608682,0.0189286,0.013300001,0.9867,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index measures the performance of 100 high dividend-paying companies in the EPAC (Europe, the Pacific, Asia and Canada) region."
124,FTXL,0.0076,0.24659571,0.0964168,0.2010518,0.0027,0.9974,0,0,"The fund invests at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to provide exposure to U.S. companies comprising the semiconductor sector that have been selected based upon their liquidity and ranking. It is non-diversified."
125,EFRA,,-0.0236579,0,0,0.0026,0.9974,0,0,"The fund seeks to track the investment results of the index, which has been developed by FTSE International Limited (the “index provider” or “FTSE”). It is non-diversified."
126,GII,0.0336,-0.0721746,0.0444048,0.0308386,0.0041,0.9959,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is comprised of 75 of the largest publicly listed infrastructure companies that meet specific investability requirements."
127,IGF,0.0275,-0.0700327,0.0440101,0.0304846,0.005,0.995,0,0,"The index is designed to track performance of the stocks of large infrastructure companies in developed or emerging markets. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents,. It is non-diversified."
128,CUT,0.025799999,-0.0430306,0.0154131,0.0287098,-0.0025,1.0023999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index, as well as American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"") that represent securities in the underlying index. The underlying index is comprised of equity securities of companies that are primarily engaged in the ownership and management of forests and timberlands and the production of finished products that use timber as a raw material. The fund is non-diversified."
129,IVLU,0.0367,0.0857568,0.11416411,0.0351698,0.0092,0.9908,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents as well as in securities not included in the underlying index. The index is based on a traditional market capitalization-weighted parent index, the MSCI World ex USA Index."
130,XPND,0.0028,0.2883555,0,0,0.0029,0.9971,0,0,"The fund will invest at least 80% of its net assets in the common stocks of companies identified by it’s investment advisor as either information technology companies or financial companies and communication services companies whose operations are principally derived from and/or dependent upon technology ( “Expanded Technology Companies” ). The fund’s investments will be concentrated (i.e., invest more than 25% of fund assets) in the industries or group of industries comprising the information technology sector. It is non-diversified."
131,EGUS,,,0,0,0.00090000004,0.9991,0,0,"The underlying index is an optimized equity index designed to reflect the equity performance of U.S. companies that exhibit growth characteristics as well as positive ESG characteristics. The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents as well as in securities not included in the underlying index. The fund is non-diversified."
132,XLP,0.0275,-0.0771505,0.0375865,0.0712334,0.001,0.999,0,0,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies that have been identified as Consumer Staples companies by the GICS®. It is non-diversified."
133,RSPE,0.020499999,-0.0043153,0,0,-0.00059999997,1.0006,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is designed to measure the equal weighted performance of securities included in the S&P 500 Equal Weight Index (the “Parent Index”) that also meet the index provider’s environmental, social and governance (“ESG”) criteria, while maintaining similar overall industry group weights as the parent index. The parent index consists of all of the components of the S&P 500 Index. The fund is non-diversified."
134,IDLV,0.0376,-0.0117586,0.0030750998,0.001145,-0.0033000002,1.0032,0,0,"The fund will invest at least 90% of its total assets in securities that comprise the underlying index. S&P Dow Jones Indices (""S&P DJI"" or the ""index provider"") compiles, maintains and calculates the underlying index, which is designed to measure the performance of the 200 least volatile stocks of the S&P Developed ex-U.S. & South Korea LargeMidCap Index."
135,FEUZ,0.028099999,0.0151349995,0.0146572,0.0093325,0.0029,0.9928,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is designed to select stocks from the NASDAQ Eurozone Index that may generate positive alpha, or risk-adjusted returns, relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology."
136,IXJ,0.013200001,-0.032044303,0.0571648,0.0757162,0.0038,0.9962,0,0,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index measures the performance of companies that the index provider deems to be a part of the healthcare sector of the economy and that the index provider believes are important to global markets."
137,ACWX,0.0251,0.026321102,0.0195393,0.0327798,0.0056,0.9939,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index designed to measure the combined equity market performance of developed and emerging markets countries, excluding the United States."
138,HAWX,0.020599999,0.0785843,0.073898405,0.0685316,0.0045,0.995,0,0,"The fund generally will invest at least 80% of its assets in the component securities (including indirect investments through the underlying fund) and other instruments of the index and in investments that have economic characteristics that are substantially identical to the component securities of the index."
139,RSPG,0.0297,0.1230992,0.5775678,0.0986324,-0.00029999999,1.0002999,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of all of the components of the S&P 500® Energy Index, an index that contains the common stocks of all companies included in the S&P 500® Index that are classified as members of the energy sector, as defined according to the Global Industry Classification Standard (""GICS"")."
140,SPHQ,0.0162,0.1548714,0.1031583,0.120809495,0,1,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. In selecting constituent securities for the underlying index, the index provider calculates the quality score of each security in the S&P 500® Index, then selects the 100 stocks with the highest quality score for inclusion in the underlying index."
141,EAOM,0.024,0.0103079,-0.0146238,0,0.0278,0.4116,0.5604,0,"The fund is a fund of funds and seeks to achieve its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes each of which takes into account ESG characteristics. The underlying index is composed of a portfolio of underlying equity and fixed income funds with positive environmental, social, and governance characteristics intended to represent a moderate risk profile."
142,VSGX,0.0275,0.0197186,0.0030475,0.0314015,0.0182,0.98050004,0,0.0013,"The fund invests by sampling the index, meaning that it holds a broadly diversified collection of securities that, in the aggregate, approximates the full index in terms of key characteristics. The index, which is market capitalization-weighted, is composed of large-, mid-, and small-cap stocks of companies in developed and emerging markets, excluding the United States, that are screened for certain environmental, social, and corporate governance (ESG) criteria by the index sponsor, which is independent of Vanguard."
143,IPAC,0.0235,0.0205318,0.013341,0.0252421,0.0095999995,0.9904,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization-weighted index which consists of securities from the following five countries or regions: Australia, Hong Kong, Japan, New Zealand and Singapore."
144,EWI,0.0379,0.130642,0.102105595,0.0663523,0.0026,0.9974,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index that is designed to measure the performance of the large- and mid-capitalization segments of the equity market in Italy. The fund is non-diversified."
145,QWLD,0.0189,0.0855404,0.0804269,0.0835652,0.0027,0.997,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index captures large-and mid-cap representation across 23 developed countries and aims to represent the performance of value, low volatility, and quality factor strategies."
146,IEUS,0.0278,-0.0344962,-0.0111112,0.0118668,0.0143,0.97449994,0,0.0088,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted, market capitalization-weighted index that captures small-capitalization representation across the 15 developed market countries in Europe."
147,GNR,0.0404,-0.0143496,0.17522119,0.069217704,0.0105,0.9895,0,0,"The fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index and in depositary receipts based on securities comprising the index. The index is comprised of 90 of the largest U.S. and foreign publicly-traded companies, based on market capitalization, in natural resources and commodities businesses that meet certain investability requirements."
148,VEU,0.031600002,0.029436901,0.025007501,0.0378492,0,0.9988,0,0.0011,"The fund employs an indexing investment approach designed to track the performance of the FTSE All-World ex US Index. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index."
149,VYMI,0.0461,0.0539179,0.0952771,0.0470243,0.017,0.98080003,0,0.0022,"The fund invests by sampling the index, meaning that it holds a broadly diversified collection of securities that, in the aggregate, approximates the full index in terms of key characteristics. The index focuses on companies located in developed and emerging markets, excluding the United States, that are forecasted to have above-average dividend yields."
150,FXG,0.0186,-0.0654187,0.0705127,0.059684202,0.0034999999,0.9965,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is a modified equal-dollar weighted index to objectively identify and select stocks from the Russell 1000® Index in the consumer staples sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology."
151,QQMG,0.0063,0.35886428,0,0,-0.00090000004,1.0008999,0,0,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is designed to measure the performance of companies included in the Nasdaq-100® Index (the “parent index”) that also meet the index provider's ESG criteria. The parent index includes securities of 100 of the largest domestic and international non-financial companies listed on the Nasdaq Stock Market LLC based on market capitalization. The fund is non-diversified."
152,FVD,0.0249,-0.0595434,0.0659019,0.058867,0.0052,0.9947,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index seeks to measure the performance of the securities ranked #1 or #2 according to the index provider's proprietary Value Line® Safety™ Ranking System (the ""Safety Ranking System"") that are also still expected to provide above-average dividend yield."
153,MXI,0.0374,-0.0130851,0.061470598,0.0768866,0.0070999996,0.9929,0,0,"The index measures the performance of companies that SPDJI deems to be part of the materials sector of the economy and that SPDJI believes are important to global markets. The fund generally will invest at least 80% of its assets in the component securities of its index and in investments that have economic characteristics that are substantially identical to the component securities of its index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents."
154,IVRA,0.024600001,-0.0740998,0,0,0.0073,0.9927,0,0,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of the value of its net assets (plus the amount of any borrowings for investment purposes) in exchange-traded equity securities of ""real assets"" companies. The ""real assets"" companies in which it invests are located in North America and must meet environmental, social and governance (""ESG"") standards, as determined by the fund's sub-adviser. The fund is non-diversified."
155,ERTH,0.0107,-0.1512759,-0.0913333,0.0415296,0.0001,1,0,0,"The fund generally invests at least 90% of its total assets in securities that comprise the underlying index. The underlying index is a custom index comprised of companies that the index provider has determined focus on offering products or services that contribute to a more environmentally sustainable economy by making a more efficient use of limited global natural resources."
156,IETC,0.0087,0.3322786,0.083342105,0.1668836,0.0049,0.9951,0,0,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in U.S. listed common stock of large-, mid- and small-capitalization technology companies. It will hold common stock of those companies that fall into the Technology Evolved Sector which have economic characteristics that have been historically correlated with companies traditionally defined as technology companies. The fund is non-diversified."
157,FXN,0.0306,0.0920717,0.4901492,0.051943596,0.0041,0.9959,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is a modified equal-dollar weighted index to objectively identify and select stocks from the Russell 1000® Index in the energy sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology."
158,FSIG,0.0425,0.0102319,0,0,0.0117,0,0.9883,0,"Under normal market conditions, the fund seeks to invest at least 80% of its net assets (plus any borrowings for investment purposes) in investment grade corporate debt securities. Under normal market conditions, the fund adviser seeks to construct a portfolio that has a weighted average duration of +/- one year of the Bloomberg U.S. Corporate 1-5 Year Index. The fund may invest up to 20% of its net assets (plus any borrowings for investment purposes) in debt securities of any credit quality. It is non-diversified."
159,RBLD,0.0128,0.0358558,0.0649861,0.0105816,0.0033000002,0.9967,0,0,"The fund will normally invest at least 90% of its net assets in the common stocks and real estate investment trusts (“ REITs ”) that comprise the index. The index seeks to provide exposure to U.S. infrastructure companies with securities listed on recognized U.S. securities exchanges that build, operate and own infrastructure assets."
160,KNCT,0.0068,0.093034804,0.0283576,0.0921077,0.0011999999,0.9988,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of securities of companies with significant exposure to technologies or products that contribute to future connectivity through direct revenue. It is non-diversified."
161,EAOK,0.026700001,-0.0009236,-0.026178898,0,0.0318,0.3105,0.65769994,0,"The fund is a fund of funds and seeks to achieve its investment objective by investing primarily in underlying funds that themselves seek investment results corresponding to their own respective underlying indexes each of which takes into account environmental, social and governance (“ESG”) characteristics. The underlying index is composed of a portfolio of underlying equity and fixed income funds with positive environmental, social, and governance characteristics intended to represent a conservative risk profile."
162,FPXE,0.0145000005,0.0092403,-0.0688193,0.0315468,0.0031,0.9522,0,0.0011,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index seeks to measure the performance of the equity securities of the 100 largest and typically most liquid initial public offerings (""IPOs"") (including spin-offs and equity carve-outs) of companies that are economically tied to Europe. The fund is non-diversified."
163,XLV,0.0165,-0.0421084,0.0823143,0.089137495,0.00090000004,0.9991,0,0,"In seeking to track the performance of the index, the fund employs a replication strategy. It generally invests substantially all, but at least 95%, of its total assets in the securities comprising the index. The index includes companies from the following industries: pharmaceuticals; health care equipment & supplies; health care providers & services; biotechnology; life sciences tools & services; and health care technology. The fund is non-diversified."
164,XT,0.0056,0.0705995,0.0086604,0.0797751,0.0032,0.9968,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The underlying index is a subset of the Morningstar Global Markets Index (the “Parent index”)."
165,RSPM,0.023,-0.0424438,0.0875784,0.106886104,-0.00029999999,1.0001999,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of all of the components of the S&P 500® Materials Index. The Parent index is designed to measure the performance of common stocks of all companies included in the S&P 500® Index that are classified as members of the materials sector, as defined according to the Global Industry Classification Standard (""GICS"")."
166,ICSH,0.0405,0.0408392,0.0174437,0.0208673,0.6235,0,0.3765,0,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in a portfolio of U.S. dollar-denominated investment-grade fixed- and floating-rate debt securities that are rated BBB- or higher by S&P Global Ratings and/or Fitch Ratings, Inc. (""Fitch""), or Baa3 or higher by Moody's Investors Service, Inc. (""Moody's""), or, if unrated, determined by the fund's management team to be of equivalent quality."
167,SKYY,0,0.3108835,-0.0284065,0.08372071,0.0008,0.9992,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is designed to track the performance of companies involved in the cloud computing industry."
168,QUAL,0.013200001,0.17809759,0.0946725,0.1112771,0.0023,0.9977,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is based on a traditional market capitalization-weighted parent index, the MSCI USA Index."
169,PUI,0.024,-0.1092134,0.008206801,0.0252113,0.0034999999,0.9965,0,0,"The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the utilities sector that have powerful relative strength or ""momentum"" characteristics."
170,FXU,0.0287,-0.1232337,0.0291351,0.028746199,0.0094,0.9906,0,0,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is a modified equal-dollar weighted index to objectively identify and select stocks from the Russell 1000® Index in the utilities sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology."
171,ELQD,0.0376,-0.0387594,0,0,0.026800001,0,0.9732,0,"The underlying index is designed to apply climate-based and values-based screens to the Markit iBoxx USD Liquid Investment Grade Index (the “parent index”), and also is designed to select issuers with average or above ESG ratings relative to their sector peers, as identified by MSCI ESG Research. The fund will invest at least 80% of its assets in the component securities of the underlying index. It is non-diversified."
172,SIMS,0.015700001,-0.0632597,-0.0271977,0.028726399,0.0014,0.9986,0,0,"Under normal market conditions, the fund generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is comprised of U.S.-listed equity securities (including depositary receipts) of companies domiciled across developed and emerging markets worldwide which are included in the Intelligent Infrastructure sector as determined by a classification standard produced by the index provider."
173,VEGI,0.0211,-0.1211975,0.093551904,0.071950205,0.0034999999,0.99660003,0,0,"The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index measures the combined performance of equity securities of companies in both developed and emerging markets that are primarily engaged in the business of agriculture. The fund is non-diversified."
174,IYJ,0.0108,0.034116197,0.0541978,0.0771109,0.0015,0.9985,0,0,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of the industrials sector of the U.S. equity market."
